user_id,signup_date,ab_group,channel,platform,region,age_group
101054,2026-03-28,control,paid_search,android,Moscow,35-44
101055,2026-01-07,test,referral,ios,Other Russia,35-44
101056,2026-03-31,test,organic,android,Moscow,18-24
101057,2026-02-10,control,organic,android,Other Russia,18-24
101058,2026-03-11,test,paid_search,android,Other Russia,25-34
101059,2026-02-08,control,social_ads,android,Other Russia,25-34
101060,2026-01-28,test,email,ios,Other Russia,18-24
101061,2026-03-11,test,referral,ios,Moscow,25-34
101062,2026-03-03,test,paid_search,web,Moscow,25-34
101063,2026-01-13,control,referral,ios,Moscow,18-24
101064,2026-03-05,test,organic,web,Moscow,18-24
101065,2026-03-09,control,paid_search,web,Other Russia,45+
101066,2026-02-04,test,email,android,Saint Petersburg,35-44
101067,2026-03-25,control,paid_search,web,Other Russia,25-34
101068,2026-02-27,test,email,android,Other Russia,35-44
101069,2026-01-31,test,organic,web,Moscow,25-34
101070,2026-01-01,control,organic,web,Moscow,45+
101071,2026-03-02,control,paid_search,web,Moscow,45+
101072,2026-01-19,test,email,ios,Moscow,25-34
101073,2026-03-10,control,organic,ios,Other Russia,25-34
101074,2026-02-17,control,referral,web,Other Russia,18-24
101075,2026-02-12,control,organic,ios,Other Russia,25-34
101076,2026-01-15,control,social_ads,ios,Saint Petersburg,25-34
101077,2026-03-06,test,paid_search,web,Other Russia,25-34
101078,2026-01-15,test,organic,web,Saint Petersburg,18-24
101079,2026-02-07,control,social_ads,web,Other Russia,35-44
101080,2026-03-17,control,social_ads,web,Other Russia,45+
101081,2026-03-24,control,paid_search,web,Other Russia,18-24
101082,2026-03-31,control,organic,android,Moscow,25-34
101083,2026-03-28,test,organic,ios,Other Russia,35-44
101084,2026-02-20,control,email,android,Moscow,25-34
101085,2026-01-19,test,social_ads,android,Moscow,45+
101086,2026-03-17,test,referral,ios,Saint Petersburg,25-34
101087,2026-03-14,test,social_ads,web,Moscow,25-34
101088,2026-03-31,test,referral,web,Moscow,25-34
101089,2026-02-28,control,organic,ios,Moscow,25-34
101090,2026-01-13,control,paid_search,web,Other Russia,18-24
101091,2026-02-15,control,social_ads,web,Other Russia,35-44
101092,2026-02-10,test,organic,android,Other Russia,25-34
101093,2026-03-17,test,organic,web,Other Russia,25-34
101094,2026-02-05,control,social_ads,web,Moscow,25-34
101095,2026-01-30,control,referral,android,Other Russia,25-34
101096,2026-01-08,control,social_ads,web,Saint Petersburg,25-34
101097,2026-03-17,test,organic,web,Moscow,25-34
101098,2026-03-09,test,email,web,Other Russia,25-34
101099,2026-01-04,test,organic,web,Other Russia,35-44
101100,2026-02-09,test,organic,android,Moscow,45+
101101,2026-02-13,control,email,ios,Other Russia,25-34
101102,2026-02-12,test,referral,ios,Moscow,35-44
101103,2026-03-24,test,email,web,Other Russia,45+
101104,2026-01-14,control,referral,web,Saint Petersburg,18-24
101105,2026-01-28,test,social_ads,ios,Moscow,18-24
101106,2026-01-17,control,organic,web,Other Russia,18-24
101107,2026-01-22,test,organic,web,Saint Petersburg,25-34
101108,2026-03-23,test,email,ios,Moscow,25-34
101109,2026-03-26,test,referral,android,Other Russia,25-34
101110,2026-01-05,test,paid_search,android,Other Russia,25-34
101111,2026-02-26,control,paid_search,android,Saint Petersburg,18-24
101112,2026-01-21,test,organic,ios,Other Russia,25-34
101113,2026-01-18,test,organic,android,Moscow,18-24
101114,2026-01-27,test,referral,android,Moscow,25-34
101115,2026-01-18,test,organic,web,Other Russia,25-34
101116,2026-02-14,control,paid_search,web,Moscow,18-24
101117,2026-03-31,test,email,web,Saint Petersburg,18-24
101118,2026-02-22,test,paid_search,android,Other Russia,35-44
101119,2026-03-07,control,paid_search,android,Other Russia,18-24
101120,2026-02-14,control,organic,android,Saint Petersburg,25-34
101121,2026-01-02,test,organic,web,Saint Petersburg,35-44
101122,2026-01-08,test,organic,android,Other Russia,25-34
101123,2026-01-25,test,organic,web,Other Russia,18-24
101124,2026-01-22,control,organic,web,Moscow,25-34
101125,2026-03-17,test,organic,ios,Saint Petersburg,18-24
101126,2026-03-17,control,organic,android,Moscow,35-44
101127,2026-03-18,test,organic,android,Moscow,35-44
101128,2026-02-27,control,email,web,Moscow,25-34
101129,2026-02-20,test,organic,web,Saint Petersburg,18-24
101130,2026-02-28,test,paid_search,ios,Other Russia,35-44
101131,2026-02-06,test,referral,web,Other Russia,25-34
101132,2026-03-02,test,organic,android,Moscow,18-24
101133,2026-03-13,control,paid_search,web,Moscow,35-44
101134,2026-03-10,test,referral,web,Moscow,25-34
101135,2026-02-25,test,paid_search,web,Moscow,35-44
101136,2026-01-06,control,organic,android,Moscow,35-44
101137,2026-03-07,test,social_ads,android,Other Russia,25-34
101138,2026-02-02,test,social_ads,web,Moscow,18-24
101139,2026-03-08,test,paid_search,web,Other Russia,25-34
101140,2026-02-18,test,organic,android,Moscow,35-44
101141,2026-03-21,control,organic,ios,Saint Petersburg,18-24
101142,2026-01-31,test,referral,web,Other Russia,25-34
101143,2026-03-25,control,organic,web,Other Russia,25-34
101144,2026-03-18,control,organic,android,Moscow,18-24
101145,2026-01-30,control,paid_search,android,Other Russia,18-24
101146,2026-02-13,control,email,web,Moscow,35-44
101147,2026-02-17,control,organic,web,Other Russia,25-34
101148,2026-03-11,test,organic,web,Moscow,25-34
101149,2026-03-04,control,paid_search,web,Saint Petersburg,18-24
101150,2026-03-18,control,social_ads,web,Other Russia,25-34
101151,2026-02-03,control,paid_search,web,Other Russia,25-34
101152,2026-02-15,test,referral,web,Other Russia,25-34
101153,2026-02-08,control,organic,web,Moscow,45+
101154,2026-03-23,control,paid_search,ios,Other Russia,18-24
101155,2026-01-28,test,paid_search,ios,Moscow,25-34
101156,2026-02-22,control,paid_search,android,Moscow,35-44
101157,2026-01-11,test,paid_search,web,Moscow,18-24
101158,2026-03-18,control,referral,android,Moscow,45+
101159,2026-02-04,control,organic,android,Moscow,25-34
101160,2026-01-31,control,social_ads,android,Other Russia,18-24
101161,2026-02-22,test,organic,web,Moscow,18-24
101162,2026-02-14,control,paid_search,web,Saint Petersburg,25-34
101163,2026-03-18,test,paid_search,ios,Moscow,45+
101164,2026-02-17,control,paid_search,web,Other Russia,45+
101165,2026-02-16,test,organic,web,Moscow,25-34
101166,2026-01-10,control,email,web,Moscow,18-24
101167,2026-01-02,control,email,ios,Other Russia,25-34
101168,2026-02-05,control,referral,android,Other Russia,25-34
101169,2026-03-31,test,referral,web,Other Russia,18-24
101170,2026-03-24,control,organic,android,Moscow,18-24
101171,2026-02-26,test,paid_search,android,Other Russia,25-34
101172,2026-02-26,test,organic,web,Saint Petersburg,25-34
101173,2026-02-05,test,referral,web,Other Russia,35-44
101174,2026-01-16,control,organic,web,Moscow,25-34
101175,2026-01-01,test,organic,android,Moscow,18-24
101176,2026-01-31,test,social_ads,android,Moscow,18-24
101177,2026-01-29,test,organic,ios,Other Russia,25-34
101178,2026-01-18,test,social_ads,ios,Moscow,25-34
101179,2026-01-24,test,organic,web,Moscow,18-24
101180,2026-01-03,test,social_ads,android,Saint Petersburg,35-44
101181,2026-02-24,test,referral,android,Other Russia,25-34
101182,2026-03-25,control,social_ads,android,Saint Petersburg,18-24
101183,2026-03-04,test,organic,ios,Other Russia,25-34
101184,2026-02-10,control,organic,web,Moscow,45+
101185,2026-02-07,test,organic,web,Other Russia,25-34
101186,2026-01-28,test,organic,web,Moscow,18-24
101187,2026-01-13,control,paid_search,ios,Moscow,25-34
101188,2026-02-23,control,paid_search,android,Saint Petersburg,18-24
101189,2026-02-20,control,organic,android,Moscow,35-44
101190,2026-01-01,control,organic,web,Other Russia,35-44
101191,2026-02-07,control,email,web,Other Russia,35-44
101192,2026-01-26,test,organic,web,Moscow,25-34
101193,2026-01-16,test,organic,android,Moscow,35-44
101194,2026-03-05,test,paid_search,android,Moscow,25-34
101195,2026-02-17,control,organic,ios,Moscow,35-44
101196,2026-02-27,test,email,ios,Other Russia,18-24
101197,2026-03-06,control,organic,ios,Saint Petersburg,18-24
101198,2026-03-30,test,social_ads,web,Moscow,45+
101199,2026-03-14,control,social_ads,web,Moscow,45+
101200,2026-02-25,control,referral,web,Other Russia,25-34
101201,2026-03-21,control,social_ads,web,Other Russia,25-34
101202,2026-02-12,test,social_ads,ios,Other Russia,18-24
101203,2026-03-30,control,paid_search,web,Moscow,25-34
101204,2026-03-10,test,paid_search,android,Saint Petersburg,18-24
101205,2026-02-28,test,social_ads,ios,Moscow,25-34
101206,2026-03-23,test,paid_search,ios,Other Russia,25-34
101207,2026-02-16,control,paid_search,android,Moscow,35-44
101208,2026-03-06,control,organic,web,Other Russia,45+
101209,2026-01-26,control,organic,ios,Moscow,45+
101210,2026-03-28,control,paid_search,web,Other Russia,35-44
101211,2026-02-26,test,organic,android,Moscow,25-34
101212,2026-03-12,control,paid_search,ios,Other Russia,18-24
101213,2026-02-11,control,organic,web,Moscow,25-34
101214,2026-03-20,control,paid_search,web,Other Russia,25-34
101215,2026-01-07,test,social_ads,android,Moscow,25-34
101216,2026-01-11,control,paid_search,ios,Other Russia,25-34
101217,2026-02-15,test,social_ads,ios,Other Russia,35-44
101218,2026-03-07,control,organic,ios,Moscow,25-34
101219,2026-03-14,test,organic,ios,Moscow,25-34
101220,2026-02-09,test,social_ads,ios,Moscow,35-44
101221,2026-02-28,control,referral,web,Moscow,25-34
101222,2026-02-19,control,social_ads,ios,Other Russia,18-24
101223,2026-03-28,control,social_ads,ios,Moscow,25-34
101224,2026-02-28,control,social_ads,android,Moscow,25-34
101225,2026-02-07,control,social_ads,ios,Moscow,18-24
101226,2026-03-29,test,social_ads,ios,Moscow,25-34
101227,2026-01-10,test,social_ads,android,Moscow,45+
101228,2026-03-30,control,organic,android,Other Russia,18-24
101229,2026-01-14,test,organic,web,Moscow,25-34
101230,2026-01-26,control,paid_search,android,Other Russia,25-34
101231,2026-03-15,test,paid_search,web,Other Russia,25-34
101232,2026-03-08,control,social_ads,android,Moscow,45+
101233,2026-03-29,test,organic,web,Other Russia,25-34
101234,2026-03-09,test,organic,ios,Saint Petersburg,35-44
101235,2026-02-27,control,referral,android,Saint Petersburg,35-44
101236,2026-02-01,control,organic,web,Moscow,18-24
101237,2026-01-01,control,referral,android,Other Russia,35-44
101238,2026-01-12,test,organic,ios,Moscow,45+
101239,2026-01-27,test,paid_search,web,Saint Petersburg,45+
101240,2026-01-04,test,paid_search,android,Moscow,25-34
101241,2026-02-15,test,organic,ios,Moscow,18-24
101242,2026-03-11,test,organic,android,Saint Petersburg,18-24
101243,2026-03-28,control,organic,android,Moscow,18-24
101244,2026-02-14,test,organic,web,Moscow,25-34
101245,2026-03-20,test,organic,web,Other Russia,25-34
101246,2026-03-30,control,referral,web,Moscow,35-44
101247,2026-03-19,test,organic,ios,Moscow,35-44
101248,2026-02-11,control,paid_search,web,Moscow,18-24
101249,2026-01-30,control,organic,web,Other Russia,35-44
101250,2026-03-30,test,email,android,Other Russia,18-24
101251,2026-01-22,control,referral,web,Saint Petersburg,18-24
101252,2026-02-07,control,email,android,Other Russia,35-44
101253,2026-01-07,control,email,ios,Other Russia,18-24
101254,2026-03-13,test,organic,web,Other Russia,18-24
101255,2026-02-28,test,social_ads,web,Other Russia,45+
101256,2026-01-08,control,organic,web,Other Russia,45+
101257,2026-01-20,control,referral,ios,Saint Petersburg,35-44
101258,2026-02-19,control,paid_search,web,Moscow,18-24
101259,2026-02-18,test,paid_search,android,Moscow,18-24
101260,2026-03-14,control,email,android,Moscow,18-24
101261,2026-01-24,test,referral,web,Saint Petersburg,18-24
101262,2026-03-25,test,email,android,Other Russia,45+
101263,2026-02-10,control,organic,android,Other Russia,18-24
101264,2026-03-16,test,organic,web,Other Russia,35-44
101265,2026-01-22,test,organic,android,Other Russia,18-24
101266,2026-01-04,test,paid_search,web,Other Russia,25-34
101267,2026-01-05,control,paid_search,ios,Other Russia,18-24
101268,2026-02-03,test,organic,web,Moscow,18-24
101269,2026-03-27,test,referral,android,Saint Petersburg,18-24
101270,2026-01-05,test,organic,android,Moscow,45+
101271,2026-02-03,test,social_ads,android,Moscow,25-34
101272,2026-01-10,control,referral,android,Moscow,25-34
101273,2026-03-25,test,social_ads,web,Moscow,25-34
101274,2026-03-02,test,paid_search,ios,Moscow,35-44
101275,2026-03-10,control,organic,web,Moscow,25-34
101276,2026-03-06,control,organic,web,Other Russia,25-34
101277,2026-03-01,control,social_ads,web,Moscow,25-34
101278,2026-03-11,test,paid_search,android,Other Russia,35-44
101279,2026-01-01,control,organic,ios,Moscow,45+
101280,2026-03-19,test,email,web,Other Russia,45+
101281,2026-03-08,control,social_ads,android,Other Russia,25-34
101282,2026-03-08,control,referral,android,Other Russia,18-24
101283,2026-02-05,test,paid_search,web,Saint Petersburg,18-24
101284,2026-03-14,control,email,ios,Other Russia,18-24
101285,2026-02-04,test,organic,android,Moscow,25-34
101286,2026-01-05,control,organic,ios,Moscow,25-34
101287,2026-03-23,test,referral,ios,Other Russia,25-34
101288,2026-01-22,control,referral,ios,Moscow,25-34
101289,2026-01-10,test,paid_search,web,Moscow,25-34
101290,2026-02-25,test,organic,ios,Other Russia,45+
101291,2026-01-22,control,organic,web,Moscow,18-24
101292,2026-03-19,control,social_ads,web,Other Russia,18-24
101293,2026-02-09,control,referral,web,Moscow,25-34
101294,2026-01-01,test,paid_search,ios,Moscow,25-34
101295,2026-03-27,test,organic,ios,Moscow,25-34
101296,2026-02-16,control,social_ads,ios,Saint Petersburg,35-44
101297,2026-01-24,control,social_ads,web,Other Russia,18-24
101298,2026-03-02,test,paid_search,android,Other Russia,25-34
101299,2026-02-17,test,paid_search,web,Moscow,45+
101300,2026-01-03,test,email,web,Moscow,25-34
101301,2026-03-10,control,organic,web,Other Russia,25-34
101302,2026-02-06,test,paid_search,android,Moscow,18-24
101303,2026-03-04,test,social_ads,ios,Moscow,25-34
101304,2026-03-22,control,paid_search,web,Saint Petersburg,18-24
101305,2026-02-24,control,referral,android,Other Russia,25-34
101306,2026-03-02,control,social_ads,android,Moscow,25-34
101307,2026-01-23,test,paid_search,ios,Moscow,45+
101308,2026-01-22,control,organic,ios,Other Russia,25-34
101309,2026-02-07,test,social_ads,android,Other Russia,18-24
101310,2026-03-18,test,organic,android,Other Russia,35-44
101311,2026-02-17,test,organic,android,Other Russia,25-34
101312,2026-02-01,test,paid_search,android,Other Russia,35-44
101313,2026-03-12,control,paid_search,android,Other Russia,18-24
101314,2026-03-18,test,email,android,Other Russia,35-44
101315,2026-03-23,control,social_ads,web,Saint Petersburg,45+
101316,2026-01-27,test,referral,android,Moscow,18-24
101317,2026-03-05,test,paid_search,android,Other Russia,25-34
101318,2026-02-23,test,paid_search,ios,Other Russia,25-34
101319,2026-02-10,test,email,web,Moscow,25-34
101320,2026-02-05,control,paid_search,web,Saint Petersburg,25-34
101321,2026-01-11,test,referral,android,Other Russia,25-34
101322,2026-01-25,test,paid_search,ios,Moscow,25-34
101323,2026-02-19,test,organic,web,Other Russia,18-24
101324,2026-03-21,control,paid_search,ios,Moscow,35-44
101325,2026-03-19,control,organic,web,Saint Petersburg,25-34
101326,2026-01-17,test,organic,ios,Other Russia,18-24
101327,2026-03-03,control,organic,ios,Other Russia,45+
101328,2026-01-08,test,organic,ios,Other Russia,35-44
101329,2026-03-02,test,paid_search,web,Other Russia,45+
101330,2026-01-31,test,referral,web,Saint Petersburg,25-34
101331,2026-02-10,control,paid_search,web,Other Russia,18-24
101332,2026-03-06,test,referral,ios,Moscow,18-24
101333,2026-02-08,control,paid_search,android,Saint Petersburg,45+
101334,2026-03-14,control,organic,android,Saint Petersburg,35-44
101335,2026-02-18,test,organic,android,Saint Petersburg,35-44
101336,2026-03-31,control,email,web,Moscow,25-34
101337,2026-02-27,control,social_ads,web,Moscow,25-34
101338,2026-01-27,control,email,android,Moscow,35-44
101339,2026-03-11,test,organic,ios,Moscow,18-24
101340,2026-02-06,test,social_ads,web,Moscow,25-34
101341,2026-02-18,control,referral,ios,Moscow,25-34
101342,2026-01-13,control,email,ios,Other Russia,35-44
101343,2026-01-11,test,organic,web,Moscow,25-34
101344,2026-02-21,control,email,web,Other Russia,35-44
101345,2026-01-17,test,paid_search,ios,Moscow,18-24
101346,2026-03-31,test,referral,web,Other Russia,18-24
101347,2026-03-19,test,paid_search,ios,Other Russia,18-24
101348,2026-03-05,test,paid_search,android,Other Russia,25-34
101349,2026-03-08,test,paid_search,android,Other Russia,25-34
101350,2026-02-23,test,referral,web,Other Russia,25-34
101351,2026-01-06,control,organic,web,Moscow,25-34
101352,2026-02-05,control,paid_search,ios,Saint Petersburg,25-34
101353,2026-02-14,test,paid_search,web,Moscow,25-34
101354,2026-03-24,control,social_ads,android,Other Russia,35-44
101355,2026-01-20,test,paid_search,android,Other Russia,18-24
101356,2026-02-14,test,social_ads,web,Moscow,25-34
101357,2026-01-31,test,paid_search,android,Other Russia,18-24
101358,2026-01-13,control,social_ads,web,Moscow,18-24
101359,2026-01-10,control,social_ads,ios,Other Russia,25-34
101360,2026-02-02,test,social_ads,android,Saint Petersburg,35-44
101361,2026-01-08,control,referral,web,Saint Petersburg,25-34
101362,2026-01-07,test,paid_search,web,Other Russia,25-34
101363,2026-02-01,test,organic,android,Moscow,18-24
101364,2026-01-19,test,social_ads,ios,Other Russia,18-24
101365,2026-02-19,test,organic,web,Other Russia,35-44
101366,2026-01-02,control,organic,web,Moscow,25-34
101367,2026-01-28,control,referral,web,Moscow,35-44
101368,2026-02-10,test,paid_search,ios,Moscow,35-44
101369,2026-03-28,control,paid_search,web,Saint Petersburg,25-34
101370,2026-02-27,control,email,web,Other Russia,18-24
101371,2026-03-21,control,organic,web,Moscow,35-44
101372,2026-01-31,control,organic,ios,Moscow,35-44
101373,2026-02-10,test,organic,android,Saint Petersburg,25-34
101374,2026-02-07,control,organic,ios,Moscow,25-34
101375,2026-03-21,test,social_ads,ios,Moscow,25-34
101376,2026-03-28,control,referral,android,Other Russia,25-34
101377,2026-03-28,test,paid_search,web,Moscow,25-34
101378,2026-03-09,control,organic,web,Other Russia,18-24
101379,2026-02-15,test,paid_search,web,Moscow,25-34
101380,2026-02-18,control,organic,web,Saint Petersburg,25-34
101381,2026-03-30,test,social_ads,android,Moscow,25-34
101382,2026-01-26,control,social_ads,web,Moscow,35-44
101383,2026-02-01,control,organic,android,Saint Petersburg,25-34
101384,2026-03-22,control,referral,web,Other Russia,35-44
101385,2026-02-04,test,social_ads,ios,Other Russia,25-34
101386,2026-01-22,test,organic,web,Moscow,25-34
101387,2026-02-20,control,social_ads,web,Saint Petersburg,18-24
101388,2026-01-30,control,social_ads,web,Other Russia,25-34
101389,2026-03-22,test,organic,ios,Moscow,25-34
101390,2026-03-23,test,organic,ios,Other Russia,18-24
101391,2026-01-28,control,social_ads,android,Moscow,35-44
101392,2026-02-17,test,email,android,Other Russia,25-34
101393,2026-03-30,test,paid_search,ios,Saint Petersburg,25-34
101394,2026-03-08,test,paid_search,android,Moscow,25-34
101395,2026-01-20,control,social_ads,web,Other Russia,35-44
101396,2026-02-23,control,paid_search,web,Moscow,25-34
101397,2026-02-25,control,organic,web,Other Russia,18-24
101398,2026-02-28,test,paid_search,ios,Other Russia,45+
101399,2026-01-03,control,email,ios,Saint Petersburg,25-34
101400,2026-01-27,test,referral,ios,Moscow,25-34
101401,2026-03-18,test,email,android,Moscow,25-34
101402,2026-01-22,test,organic,web,Saint Petersburg,18-24
101403,2026-01-27,control,paid_search,android,Other Russia,35-44
101404,2026-01-30,control,paid_search,ios,Other Russia,25-34
101405,2026-01-16,control,organic,ios,Moscow,35-44
101406,2026-01-14,test,organic,web,Other Russia,25-34
101407,2026-02-01,test,referral,web,Other Russia,35-44
101408,2026-03-20,control,social_ads,web,Other Russia,35-44
101409,2026-01-01,test,social_ads,android,Moscow,45+
101410,2026-01-26,control,organic,ios,Saint Petersburg,35-44
101411,2026-01-06,control,paid_search,web,Moscow,35-44
101412,2026-02-20,control,organic,android,Other Russia,25-34
101413,2026-01-23,test,organic,ios,Other Russia,18-24
101414,2026-03-13,control,paid_search,android,Other Russia,25-34
101415,2026-02-22,control,organic,ios,Moscow,25-34
101416,2026-03-12,test,email,ios,Other Russia,18-24
101417,2026-02-27,test,paid_search,ios,Other Russia,35-44
101418,2026-02-09,control,organic,ios,Moscow,18-24
101419,2026-03-19,control,organic,ios,Moscow,25-34
101420,2026-02-12,test,social_ads,web,Moscow,25-34
101421,2026-03-27,control,organic,android,Saint Petersburg,35-44
101422,2026-03-31,control,organic,android,Moscow,18-24
101423,2026-02-23,test,paid_search,ios,Moscow,18-24
101424,2026-03-02,control,organic,ios,Saint Petersburg,25-34
101425,2026-01-24,test,social_ads,android,Other Russia,25-34
101426,2026-03-15,control,paid_search,web,Other Russia,18-24
101427,2026-03-02,control,organic,web,Other Russia,25-34
101428,2026-03-23,control,referral,web,Other Russia,35-44
101429,2026-01-25,control,paid_search,web,Saint Petersburg,35-44
101430,2026-03-12,control,social_ads,web,Other Russia,18-24
101431,2026-02-12,control,organic,android,Moscow,18-24
101432,2026-01-17,test,social_ads,web,Other Russia,25-34
101433,2026-01-16,test,organic,android,Other Russia,25-34
101434,2026-02-20,control,paid_search,android,Other Russia,45+
101435,2026-01-29,test,organic,web,Moscow,18-24
101436,2026-01-10,test,email,android,Moscow,25-34
101437,2026-02-08,test,organic,ios,Moscow,45+
101438,2026-02-28,control,email,android,Moscow,18-24
101439,2026-01-29,control,email,ios,Moscow,45+
101440,2026-03-27,control,paid_search,web,Moscow,25-34
101441,2026-03-12,control,organic,web,Moscow,35-44
101442,2026-02-16,control,paid_search,android,Other Russia,25-34
101443,2026-03-26,test,email,web,Other Russia,35-44
101444,2026-02-08,test,social_ads,android,Other Russia,35-44
101445,2026-01-13,control,paid_search,web,Moscow,18-24
101446,2026-01-04,control,organic,ios,Moscow,35-44
101447,2026-03-26,control,referral,ios,Moscow,18-24
101448,2026-03-28,control,organic,web,Other Russia,25-34
101449,2026-03-08,test,organic,web,Moscow,25-34
101450,2026-01-10,control,organic,web,Other Russia,25-34
101451,2026-01-27,test,paid_search,android,Moscow,25-34
101452,2026-01-04,test,referral,android,Moscow,25-34
101453,2026-01-05,test,referral,web,Moscow,18-24
101454,2026-01-23,test,organic,ios,Saint Petersburg,18-24
101455,2026-02-21,test,paid_search,web,Moscow,18-24
101456,2026-01-06,control,referral,android,Other Russia,18-24
101457,2026-03-30,control,paid_search,android,Moscow,35-44
101458,2026-02-10,test,organic,android,Moscow,25-34
101459,2026-01-24,control,paid_search,android,Moscow,35-44
101460,2026-02-16,test,social_ads,web,Other Russia,18-24
101461,2026-03-13,control,email,web,Other Russia,25-34
101462,2026-01-29,control,social_ads,android,Other Russia,18-24
101463,2026-01-05,control,organic,web,Saint Petersburg,18-24
101464,2026-01-05,test,social_ads,web,Other Russia,25-34
101465,2026-03-18,control,organic,web,Moscow,25-34
101466,2026-01-11,control,referral,android,Other Russia,25-34
101467,2026-02-27,control,paid_search,ios,Other Russia,25-34
101468,2026-02-04,test,organic,android,Moscow,35-44
101469,2026-03-11,test,paid_search,web,Moscow,25-34
101470,2026-01-06,control,organic,web,Saint Petersburg,18-24
101471,2026-03-22,test,organic,web,Moscow,25-34
101472,2026-03-04,control,paid_search,android,Moscow,25-34
101473,2026-02-10,test,social_ads,web,Moscow,45+
101474,2026-01-19,control,referral,android,Moscow,18-24
101475,2026-03-29,control,paid_search,ios,Other Russia,25-34
101476,2026-01-28,test,organic,android,Saint Petersburg,25-34
101477,2026-02-14,test,paid_search,android,Other Russia,45+
101478,2026-02-05,control,paid_search,ios,Saint Petersburg,18-24
101479,2026-01-21,test,organic,android,Moscow,35-44
101480,2026-02-07,test,referral,web,Saint Petersburg,35-44
101481,2026-01-14,control,email,android,Other Russia,25-34
101482,2026-01-01,test,organic,android,Moscow,35-44
101483,2026-01-27,test,referral,ios,Other Russia,25-34
101484,2026-01-11,control,social_ads,web,Other Russia,18-24
101485,2026-02-07,test,organic,android,Saint Petersburg,25-34
101486,2026-03-19,control,social_ads,android,Moscow,25-34
101487,2026-01-15,test,organic,ios,Moscow,25-34
101488,2026-01-01,control,organic,android,Saint Petersburg,35-44
101489,2026-01-10,control,email,ios,Other Russia,25-34
101490,2026-02-15,test,social_ads,web,Other Russia,35-44
101491,2026-01-25,test,organic,ios,Other Russia,25-34
101492,2026-02-14,test,paid_search,web,Moscow,25-34
101493,2026-01-03,test,email,ios,Other Russia,18-24
101494,2026-01-30,control,paid_search,ios,Saint Petersburg,35-44
101495,2026-02-06,control,email,web,Other Russia,18-24
101496,2026-02-08,control,referral,web,Other Russia,25-34
101497,2026-02-19,control,paid_search,android,Moscow,25-34
101498,2026-03-12,control,social_ads,android,Other Russia,35-44
101499,2026-02-12,test,social_ads,android,Saint Petersburg,18-24
101500,2026-03-17,test,referral,web,Moscow,25-34
101501,2026-02-17,control,paid_search,android,Saint Petersburg,18-24
101502,2026-01-24,control,organic,web,Moscow,35-44
101503,2026-01-21,test,organic,web,Moscow,35-44
101504,2026-01-30,control,social_ads,android,Other Russia,35-44
101505,2026-02-23,control,referral,ios,Moscow,18-24
101506,2026-01-22,control,social_ads,android,Other Russia,25-34
101507,2026-03-24,control,paid_search,web,Saint Petersburg,18-24
101508,2026-02-13,control,organic,web,Other Russia,25-34
101509,2026-03-19,test,organic,ios,Other Russia,45+
101510,2026-03-03,control,referral,web,Other Russia,18-24
101511,2026-01-31,test,paid_search,web,Moscow,25-34
101512,2026-01-21,test,referral,web,Other Russia,18-24
101513,2026-03-08,test,organic,web,Moscow,25-34
101514,2026-01-30,control,paid_search,android,Other Russia,25-34
101515,2026-01-23,control,email,web,Saint Petersburg,25-34
101516,2026-03-25,control,organic,ios,Moscow,25-34
101517,2026-02-13,control,organic,ios,Saint Petersburg,45+
101518,2026-01-05,control,social_ads,ios,Saint Petersburg,35-44
101519,2026-02-14,test,social_ads,ios,Moscow,45+
101520,2026-02-11,control,email,ios,Moscow,18-24
101521,2026-03-19,control,email,android,Moscow,45+
101522,2026-03-06,control,social_ads,web,Other Russia,25-34
101523,2026-01-18,test,organic,android,Other Russia,18-24
101524,2026-01-14,test,paid_search,web,Moscow,25-34
101525,2026-02-24,test,referral,ios,Other Russia,18-24
101526,2026-01-05,test,paid_search,ios,Saint Petersburg,35-44
101527,2026-01-29,test,email,web,Other Russia,18-24
101528,2026-01-13,test,social_ads,web,Saint Petersburg,25-34
101529,2026-01-02,control,organic,web,Moscow,25-34
101530,2026-03-24,test,paid_search,web,Moscow,18-24
101531,2026-01-09,test,social_ads,ios,Other Russia,35-44
101532,2026-01-01,control,organic,web,Other Russia,25-34
101533,2026-03-25,test,paid_search,android,Other Russia,25-34
101534,2026-01-17,control,social_ads,android,Moscow,35-44
101535,2026-03-15,test,organic,web,Other Russia,35-44
101536,2026-01-03,control,paid_search,web,Moscow,25-34
101537,2026-01-14,test,social_ads,web,Other Russia,18-24
101538,2026-01-10,test,referral,android,Moscow,45+
101539,2026-03-05,control,paid_search,web,Other Russia,25-34
101540,2026-02-25,control,email,web,Other Russia,18-24
101541,2026-02-12,control,email,android,Moscow,18-24
101542,2026-01-22,control,paid_search,ios,Other Russia,18-24
101543,2026-01-08,test,organic,web,Saint Petersburg,45+
101544,2026-02-21,control,referral,android,Moscow,45+
101545,2026-01-21,control,organic,android,Moscow,25-34
101546,2026-02-23,control,referral,ios,Other Russia,35-44
101547,2026-03-03,test,paid_search,web,Moscow,35-44
101548,2026-03-18,control,paid_search,ios,Moscow,25-34
101549,2026-02-14,test,paid_search,web,Other Russia,25-34
101550,2026-01-01,control,paid_search,ios,Saint Petersburg,45+
101551,2026-01-26,control,email,web,Other Russia,18-24
101552,2026-03-18,test,organic,ios,Saint Petersburg,18-24
101553,2026-02-17,control,email,android,Saint Petersburg,35-44
